Umur,Jumlah Masukan,Bahan Makanan,Vit. A,Vit. B,Vit. C,Vit. D,Vit. E,Vit. K,Protein (g),Mineral (%),Energi (Kal),Lemak  (g),Kalsium (mg),Zat Besi (gr),Serat (g),Karbohidrad (gr),Fosfor (mg),Magnesium (mg),Natrium (mg),Kalium (mg)
5,7,"15, 20, 12, 47, 10, 43, 51",o,o,o,x,o,x,o,o,o,x,o,o,o,o,o,o,o,o
22,10,"2, 59, 61, 12, 37, 7, 4, 44, 39, 61",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
15,1,6,x,o,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10,4,"45, 43, 42, 4",o,o,o,x,x,x,x,o,x,x,x,x,o,x,o,o,x,x
26,6,"30, 59, 3, 51, 16, 43",o,o,o,x,x,x,o,o,x,x,o,o,o,x,x,x,x,x
30,10,"33, 25, 63, 5, 8, 7, 51, 54, 8, 43",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
11,8,"9, 32, 45, 47, 46, 33, 12, 46",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,o,o
28,3,"47, 45, 52",o,o,o,x,o,x,x,o,x,x,x,o,x,x,x,x,x,x
1,1,15,x,o,x,x,x,x,o,x,x,x,x,o,o,x,o,o,o,x
34,2,"48, 45",o,o,o,x,o,x,o,o,x,o,x,o,x,x,o,x,x,x
12,7,"52, 37, 23, 61, 36, 34, 3",o,o,o,x,o,x,o,o,x,x,o,x,o,x,o,x,x,x
32,7,"7, 53, 26, 37, 19, 5, 45",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
24,1,11,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x,x
23,1,22,x,o,x,x,x,x,x,o,x,x,o,x,x,x,x,x,x,x
7,4,"19, 18, 31, 1",x,o,x,o,x,x,o,o,x,x,x,x,o,x,o,x,x,x
24,9,"5, 44, 57, 5, 44, 30, 63, 12, 46",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,o
17,3,"50, 15, 40",o,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
28,10,"59, 21, 38, 5, 8, 56, 5, 30, 16, 18",o,o,o,o,x,x,o,o,x,x,o,o,x,x,o,x,x,o
15,1,42,x,x,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
16,4,"24, 26, 32, 31",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
18,10,"43, 5, 62, 51, 35, 59, 16, 12, 37, 46",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,x,o
26,7,"33, 17, 52, 39, 50, 37, 7",o,o,o,x,x,x,o,o,x,o,x,x,x,x,x,x,x,x
14,5,"36, 25, 44, 56, 13",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
15,10,"40, 56, 27, 36, 51, 63, 13, 27, 4, 56",x,o,o,x,x,x,o,o,x,x,x,o,o,x,o,x,x,o
14,2,"52, 35",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
31,8,"8, 44, 50, 40, 31, 8, 16, 12",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
32,6,"24, 49, 14, 45, 53, 14",o,o,o,x,x,x,o,o,x,o,x,o,x,x,o,x,x,x
7,1,16,x,o,x,x,x,x,o,o,x,x,x,x,o,x,x,x,x,x
36,9,"59, 44, 47, 54, 50, 39, 45, 50, 48",o,o,o,x,o,x,o,o,x,o,o,o,o,x,o,x,x,o
11,4,"5, 31, 59, 25",o,o,o,x,x,x,x,o,x,x,o,x,o,x,x,x,x,o
33,3,"36, 31, 30",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
29,3,"4, 20, 4",o,o,x,x,x,x,o,o,x,x,x,o,x,x,o,x,o,x
24,9,"11, 11, 57, 6, 15, 21, 55, 8, 29",o,o,o,o,o,x,o,o,x,x,o,o,x,x,o,x,x,o
30,5,"58, 28, 33, 9, 41",o,o,o,x,x,x,x,o,x,x,x,o,x,x,x,x,x,x
17,9,"8, 28, 59, 56, 51, 25, 27, 41, 38",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,x,x
5,6,"37, 63, 23, 22, 49, 6",x,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
23,10,"1, 63, 17, 40, 18, 22, 8, 15, 34, 11",x,o,o,o,x,x,o,o,o,o,o,o,x,x,o,x,o,o
29,1,58,o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
33,3,"49, 11, 44",x,o,o,x,x,x,o,o,x,x,x,x,x,x,x,x,x,x
27,8,"4, 23, 29, 37, 18, 12, 5, 20",o,o,o,x,x,x,o,o,x,o,x,o,x,x,o,x,o,x
29,7,"48, 41, 15, 26, 19, 31, 17",x,o,o,x,o,x,o,o,o,o,x,o,x,x,o,x,o,x
11,10,"54, 45, 4, 56, 46, 47, 49, 47, 33, 41",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
3,3,"50, 47, 24",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
16,2,"54, 8",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
17,6,"15, 14, 7, 22, 34, 3",x,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
18,6,"50, 16, 51, 14, 51, 37",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
14,4,"49, 16, 53, 32",x,o,o,x,x,x,o,o,x,x,x,x,x,x,x,x,x,x
0,6,"57, 49, 7, 23, 63, 12",x,o,o,x,x,x,o,o,o,o,o,o,o,x,o,o,o,o
17,10,"21, 17, 46, 51, 7, 27, 29, 39, 16, 55",o,o,o,o,o,x,o,o,o,o,x,o,o,x,o,x,o,o
12,3,"25, 27, 49",x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
11,8,"8, 27, 42, 34, 48, 25, 16, 16",x,o,x,x,o,x,o,o,o,o,o,o,o,x,o,o,x,o
21,1,41,x,x,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
25,10,"37, 59, 36, 31, 57, 37, 33, 50, 40, 31",o,o,o,x,x,x,x,o,x,x,o,o,o,x,x,x,x,x
26,2,"7, 47",x,o,x,x,o,x,x,o,x,x,x,x,x,x,x,x,x,x
23,9,"16, 11, 39, 39, 39, 29, 33, 48, 37",x,o,o,x,o,x,o,o,o,o,o,o,o,x,o,x,x,o
28,7,"31, 44, 20, 22, 13, 34, 4",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
26,4,"43, 28, 40, 58",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
36,8,"58, 50, 46, 63, 44, 37, 2, 24",o,o,o,x,x,x,x,o,x,x,x,o,x,x,x,x,x,x
36,8,"57, 55, 15, 3, 33, 25, 51, 26",o,o,o,x,x,x,o,o,x,x,x,o,o,x,x,x,x,x
15,3,"48, 18, 11",x,o,x,x,o,x,o,o,x,o,o,o,x,x,o,x,x,x
22,10,"54, 36, 38, 45, 48, 27, 57, 44, 63, 54",o,o,o,x,o,x,o,o,x,o,o,o,o,x,o,x,x,o
4,7,"52, 30, 32, 32, 3, 48, 28",x,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
27,2,"1, 15",x,o,x,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
17,6,"33, 61, 5, 55, 47, 23",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,o
9,5,"59, 21, 5, 61, 36",o,o,o,o,o,x,o,o,x,x,o,o,o,x,o,o,x,o
23,4,"21, 58, 23, 30",o,o,o,o,o,x,o,o,x,x,x,o,x,x,o,x,x,x
30,4,"33, 11, 21, 46",o,o,o,o,x,x,o,o,x,x,x,x,x,x,o,x,x,x
0,7,"23, 47, 42, 6, 61, 57, 60",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
3,2,"29, 12",x,o,x,x,x,x,x,o,x,x,o,o,o,x,o,o,x,x
6,9,"46, 50, 59, 26, 16, 47, 13, 21, 17",o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,o,o
8,3,"20, 57, 43",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,o,x
35,10,"14, 19, 20, 36, 21, 53, 62, 46, 25, 49",o,o,o,o,o,x,o,o,x,o,x,o,x,x,o,x,o,x
25,3,"8, 3, 2",x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
15,9,"60, 21, 12, 50, 48, 12, 22, 9, 47",o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,x,o,o
21,5,"25, 15, 9, 47, 22",x,o,x,x,o,x,o,o,x,x,o,o,x,x,o,x,o,x
30,8,"63, 36, 63, 48, 27, 13, 58, 16",o,o,o,x,o,x,o,o,x,o,o,o,o,x,o,x,x,o
13,4,"24, 23, 3, 34",o,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
33,1,9,x,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
36,2,"9, 47",x,o,x,x,o,x,x,o,x,x,x,o,x,x,x,x,x,x
32,6,"1, 6, 56, 21, 9, 39",o,o,o,o,x,x,o,o,x,x,x,o,o,x,x,x,x,x
15,4,"16, 52, 18, 12",x,o,o,o,x,x,o,o,x,x,x,o,x,x,o,x,x,x
21,3,"17, 59, 50",o,o,o,x,x,x,o,o,x,o,o,o,x,x,x,x,x,x
13,2,"44, 61",o,o,o,x,o,x,x,o,x,x,x,x,x,x,x,x,x,x
15,2,"4, 2",x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
14,6,"35, 28, 13, 42, 26, 45",o,o,o,x,x,x,x,o,x,x,x,o,x,x,x,x,x,x
13,4,"62, 54, 30, 18",x,o,o,x,x,x,o,o,x,x,x,x,x,x,o,x,x,x
0,5,"36, 24, 52, 24, 41",o,o,o,x,x,x,x,o,x,x,x,o,o,x,o,o,x,o
16,8,"21, 18, 4, 34, 55, 24, 46, 44",o,o,o,o,o,x,o,o,x,x,x,o,x,x,o,x,x,x
5,6,"14, 42, 32, 14, 23, 30",x,o,o,x,x,x,o,o,o,o,x,o,o,o,o,o,o,o
15,10,"52, 26, 60, 8, 35, 6, 9, 9, 19, 16",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,x,o,o
25,8,"11, 40, 34, 43, 51, 8, 21, 18",o,o,o,o,o,x,o,o,x,x,x,o,x,x,o,x,x,x
30,4,"58, 53, 22, 20",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
34,3,"50, 41, 26",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
19,10,"49, 2, 6, 45, 17, 49, 35, 3, 22, 24",o,o,o,x,o,x,o,o,x,o,o,o,x,x,o,x,o,o
30,2,"21, 10",o,o,x,o,x,x,x,o,x,x,x,x,x,x,x,x,x,x
7,7,"20, 8, 62, 56, 33, 45, 34",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,o,o
12,3,"22, 29, 47",x,o,x,x,o,x,o,o,x,x,o,x,o,x,o,x,x,x
8,4,"41, 5, 51, 48",x,o,x,x,o,x,o,o,x,o,o,o,o,x,o,o,x,o
35,1,50,o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
35,10,"29, 59, 24, 34, 24, 29, 20, 35, 36, 36",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,o,o
12,10,"50, 36, 33, 57, 43, 51, 11, 12, 55, 26",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,x,x
7,3,"38, 21, 36",o,o,x,o,o,x,o,o,x,x,x,x,o,x,x,x,x,x
10,1,1,x,o,x,x,x,x,x,x,x,x,x,x,o,x,x,x,x,x
16,5,"25, 52, 7, 16, 49",x,o,o,x,x,x,o,o,x,x,x,x,x,x,x,x,x,x
24,2,"54, 47",x,o,o,x,o,x,x,o,x,x,x,x,x,x,x,x,x,x
11,6,"51, 45, 59, 25, 31, 42",o,o,o,x,o,x,x,o,x,x,o,o,o,x,x,o,x,o
11,7,"2, 27, 13, 3, 30, 32, 19",x,o,o,x,x,x,o,o,x,x,o,x,o,x,o,o,o,o
36,7,"22, 11, 34, 16, 62, 50, 45",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,o
10,7,"7, 3, 53, 46, 28, 40, 1",x,o,o,x,x,x,o,o,x,x,o,x,o,x,x,o,o,o
34,4,"49, 36, 48, 50",o,o,o,x,o,x,o,o,x,o,x,o,x,x,o,x,x,x
10,6,"26, 48, 3, 15, 24, 46",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
18,8,"40, 54, 58, 37, 63, 46, 23, 25",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,o
2,3,"40, 15, 15",x,o,x,x,o,x,o,o,x,x,o,o,o,x,o,o,o,o
14,1,33,x,x,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
7,8,"58, 3, 29, 41, 36, 18, 59, 20",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,o,o
8,3,"40, 1, 39",x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,o
30,2,"14, 47",x,o,x,x,o,x,o,o,x,x,x,x,x,x,x,x,x,x
5,9,"28, 19, 49, 47, 6, 37, 1, 29, 52",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
4,4,"39, 40, 27, 35",x,o,o,x,x,x,x,o,x,x,x,o,o,x,o,o,x,o
0,10,"20, 54, 30, 38, 30, 11, 46, 11, 13, 43",o,o,o,x,o,x,o,o,o,o,o,o,o,o,o,o,o,o
35,7,"63, 20, 18, 36, 33, 25, 60",o,o,o,x,o,x,o,o,x,x,x,o,x,x,o,x,o,x
11,8,"20, 28, 15, 40, 45, 31, 14, 3",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
23,10,"13, 10, 62, 3, 13, 4, 12, 25, 42, 19",x,o,o,x,x,x,o,o,o,x,o,o,x,x,o,x,x,x
11,8,"29, 60, 39, 14, 15, 16, 32, 17",x,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
8,2,"4, 32",x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
8,9,"47, 53, 38, 34, 57, 41, 32, 12, 37",x,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
22,7,"15, 47, 57, 2, 6, 32, 56",x,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
4,2,"55, 50",o,o,x,x,x,x,x,o,x,x,x,o,o,x,o,o,x,x
33,8,"13, 8, 61, 29, 30, 3, 51, 30",o,o,o,x,o,x,o,o,x,x,o,o,o,x,x,x,x,o
0,8,"20, 38, 30, 50, 14, 57, 20, 17",o,o,o,x,x,x,o,o,o,o,o,o,o,o,o,o,o,o
34,6,"39, 10, 63, 3, 44, 53",x,o,o,x,x,x,x,o,x,x,x,o,o,x,x,x,x,x
36,6,"39, 41, 2, 53, 28, 54",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
27,3,"40, 34, 16",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
26,10,"43, 55, 16, 31, 1, 41, 55, 14, 63, 25",x,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
26,5,"1, 50, 29, 24, 31",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
5,1,30,x,x,o,x,x,x,x,o,x,x,x,o,o,x,x,x,x,x
8,3,"11, 48, 24",o,o,o,x,o,x,o,o,o,o,o,x,o,x,o,o,x,o
9,8,"4, 5, 12, 7, 4, 18, 61, 58",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
22,8,"7, 44, 6, 34, 10, 6, 4, 46",o,o,o,x,x,x,x,o,o,x,x,x,x,x,o,x,x,x
15,8,"47, 53, 21, 51, 56, 24, 28, 28",o,o,o,o,o,x,o,o,x,x,o,o,o,x,o,x,x,x
5,8,"3, 52, 4, 58, 27, 25, 55, 16",o,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
7,4,"20, 48, 27, 18",o,o,x,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
17,7,"53, 55, 58, 44, 59, 19, 20",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
35,4,"53, 25, 52, 1",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
7,2,"36, 37",x,o,o,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
9,8,"10, 53, 53, 20, 19, 49, 60, 17",o,o,x,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
3,2,"17, 7",x,o,x,x,x,x,o,o,o,o,x,o,o,x,o,o,o,x
29,4,"17, 21, 39, 11",o,o,x,o,x,x,o,o,x,o,x,x,x,x,o,x,x,x
32,1,28,x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
15,9,"5, 19, 17, 54, 6, 55, 31, 25, 5",x,o,o,x,x,x,o,o,o,o,o,o,x,x,o,x,x,o
14,4,"1, 58, 1, 36",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
1,7,"34, 49, 5, 18, 17, 23, 55",x,o,o,x,x,x,o,o,o,o,o,o,o,x,o,o,o,o
35,4,"35, 22, 33, 29",x,o,o,x,x,x,x,o,x,x,o,x,x,x,x,x,x,x
19,9,"21, 36, 10, 60, 1, 31, 41, 2, 42",o,o,o,o,o,x,o,o,o,x,x,o,x,x,o,x,x,x
34,6,"32, 15, 46, 52, 29, 41",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
5,8,"41, 27, 47, 56, 46, 18, 13, 1",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
25,5,"45, 47, 30, 28, 40",o,o,o,x,o,x,x,o,x,x,x,o,x,x,x,x,x,x
35,5,"9, 10, 34, 2, 47",x,o,o,x,o,x,o,o,x,x,x,o,x,x,x,x,x,x
16,5,"4, 20, 59, 50, 50",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
29,1,6,x,o,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
4,10,"38, 47, 62, 28, 27, 1, 28, 44, 11, 56",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
16,7,"63, 52, 20, 51, 63, 46, 60",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,o,x
10,10,"51, 47, 20, 47, 54, 40, 26, 48, 19, 46",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
19,8,"13, 46, 63, 27, 53, 3, 19, 12",x,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,x,x
6,6,"43, 18, 20, 13, 52, 45",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,o,o
12,4,"60, 9, 41, 49",x,o,x,x,o,x,o,o,x,x,x,o,o,x,o,x,x,x
30,3,"11, 43, 38",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
10,5,"30, 46, 34, 46, 15",x,o,o,x,x,x,o,o,x,x,o,x,o,x,o,o,x,o
34,5,"5, 61, 28, 49, 44",o,o,o,x,o,x,x,o,x,x,x,x,x,x,x,x,x,x
11,3,"53, 10, 61",o,o,o,x,o,x,x,o,x,x,o,x,o,x,x,o,x,o
10,10,"45, 23, 61, 32, 19, 2, 53, 9, 29, 11",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
16,10,"34, 55, 9, 30, 16, 5, 32, 52, 2, 41",x,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,o
9,8,"28, 52, 57, 38, 35, 37, 15, 30",x,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
5,8,"41, 34, 61, 22, 28, 7, 3, 14",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
7,1,14,x,o,x,x,x,x,o,x,x,x,x,x,o,x,x,x,x,x
23,6,"14, 47, 12, 25, 13, 49",x,o,x,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
4,3,"16, 32, 35",x,o,o,x,x,x,o,o,x,x,x,o,o,x,o,o,x,o
13,9,"47, 38, 49, 35, 9, 48, 62, 42, 5",x,o,o,x,o,x,o,o,o,o,o,o,o,x,o,x,x,o
34,9,"36, 63, 31, 57, 9, 33, 24, 12, 26",o,o,o,x,x,x,o,o,x,x,x,o,o,x,o,x,x,x
21,10,"31, 13, 51, 41, 58, 15, 59, 40, 46, 27",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
27,3,"39, 26, 35",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
15,6,"32, 3, 3, 38, 46, 43",x,o,o,x,x,x,o,o,x,x,x,o,o,x,x,x,o,x
21,1,36,x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
16,2,"56, 10",x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
13,5,"46, 15, 26, 54, 10",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
12,7,"40, 40, 38, 39, 46, 4, 26",x,o,o,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
31,9,"24, 18, 33, 35, 35, 38, 14, 58, 49",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,o
7,7,"33, 62, 33, 57, 58, 36, 60",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
28,10,"62, 59, 32, 25, 23, 28, 23, 17, 15, 2",o,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,o,o
29,4,"41, 15, 1, 45",o,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
18,5,"33, 37, 18, 17, 2",x,o,o,x,x,x,o,o,x,o,x,x,x,x,x,x,x,x
30,5,"61, 17, 16, 39, 32",o,o,o,x,o,x,o,o,x,o,x,x,x,x,x,x,x,o
0,1,52,x,x,o,x,x,x,x,o,x,x,x,o,o,x,x,x,x,x
16,5,"62, 5, 21, 40, 17",o,o,o,o,o,x,o,o,x,o,x,o,x,x,o,x,x,x
32,5,"49, 37, 53, 30, 2",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
30,3,"34, 26, 50",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
29,10,"34, 3, 48, 27, 19, 49, 28, 1, 10, 40",x,o,o,x,o,x,o,o,o,o,x,o,o,x,o,x,x,o
27,2,"2, 21",o,o,x,o,x,x,x,o,x,x,x,x,x,x,x,x,x,x
6,5,"14, 47, 3, 23, 62",x,o,x,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
23,8,"13, 20, 34, 61, 50, 57, 11, 34",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,o,o
7,1,60,x,o,x,x,o,x,o,x,x,x,x,x,o,x,o,o,x,o
1,8,"31, 9, 56, 23, 1, 34, 55, 10",x,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
28,5,"1, 35, 24, 17, 58",o,o,o,x,x,x,o,o,x,o,x,o,x,x,x,x,x,x
10,10,"9, 5, 20, 4, 33, 26, 58, 33, 11, 46",o,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
25,5,"48, 52, 51, 35, 41",x,o,o,x,o,x,o,o,x,o,x,o,x,x,o,x,x,x
33,6,"23, 42, 41, 15, 19, 15",x,o,x,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
29,5,"52, 48, 12, 50, 23",o,o,o,x,o,x,o,o,x,o,o,o,x,x,o,x,x,x
0,2,"33, 12",x,o,x,x,x,x,x,o,x,x,o,o,o,x,o,o,x,x
16,2,"26, 53",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
4,4,"8, 22, 39, 17",x,o,x,x,x,x,o,o,o,o,o,o,o,x,o,o,o,o
31,4,"41, 10, 44, 13",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
18,5,"20, 41, 22, 12, 37",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
12,9,"46, 6, 47, 23, 56, 54, 58, 31, 36",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
28,10,"22, 58, 47, 48, 36, 24, 42, 49, 43, 29",o,o,o,x,o,x,o,o,x,o,o,o,x,x,o,x,x,o
0,10,"26, 17, 42, 51, 39, 11, 24, 42, 61, 22",o,o,o,x,o,x,o,o,o,o,o,o,o,o,o,o,o,o
6,6,"57, 35, 15, 7, 26, 20",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,x
28,5,"60, 12, 62, 15, 7",x,o,x,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
13,4,"30, 38, 5, 41",x,o,o,x,x,x,x,o,x,x,x,o,x,x,x,x,x,x
7,10,"41, 25, 1, 9, 62, 45, 32, 29, 25, 31",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
12,4,"30, 19, 45, 21",o,o,o,o,o,x,o,o,x,x,x,x,o,x,o,x,x,x
0,9,"25, 33, 19, 29, 24, 23, 32, 29, 19",o,o,o,o,x,x,o,o,o,o,o,o,o,x,o,o,o,o
21,5,"35, 52, 58, 43, 23",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
19,10,"45, 6, 16, 43, 7, 62, 34, 24, 42, 49",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,o
29,3,"8, 4, 30",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
35,9,"63, 22, 54, 25, 43, 6, 35, 36, 42",x,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,x
26,1,5,x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
21,10,"21, 1, 29, 46, 38, 52, 42, 18, 53, 42",o,o,o,o,o,x,o,o,x,x,o,o,x,x,o,x,x,x
22,5,"10, 4, 34, 50, 58",o,o,o,x,x,x,x,o,x,x,x,o,x,x,o,x,x,x
3,6,"31, 15, 39, 41, 19, 14",x,o,x,x,x,x,o,o,o,o,o,o,o,o,o,o,o,o
23,1,52,x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
17,4,"10, 26, 24, 6",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
14,3,"8, 62, 27",x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
25,2,"17, 2",x,o,x,x,x,x,x,o,x,o,x,x,x,x,x,x,x,x
20,3,"25, 44, 26",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
2,9,"2, 7, 30, 5, 47, 57, 57, 4, 63",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
